,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,Year,corn_yield_per_acre,corn_price_per_bushel,land_rental_price,corn_planted_acres,year,total_rain,rain_days,max_temp,min_temp,max_wind,too_cold_days,too_hot_days
362,WILL,Will,Will County,17197,IL,ILLINOIS,41.445,-87.9786,689704,2014,178.6,3.71,168.0,"94,700",,,,,,,,
363,WILL,Will,Will County,17197,IL,ILLINOIS,41.445,-87.9786,689704,2013,149.1,4.52,187.0,"105,400",,,,,,,,
364,WILL,Will,Will County,17197,IL,ILLINOIS,41.445,-87.9786,689704,2012,126.0,6.87,178.0,"107,000",,,,,,,,
365,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2021,174.3,5.35,122.0,"33,100",2021.0,20.53149606299213,52.0,91.94,30.2,,29.0,0.0
366,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2020,158.6,4.72,115.0,"32,400",2020.0,17.488188976377955,48.0,93.92,26.24,,29.0,0.0
367,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2019,150.5,3.73,121.0,"29,500",2019.0,24.98818897637797,70.0,91.94,37.94,,25.0,0.0
368,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2018,154.8,3.72,,"31,000",2018.0,22.992125984251977,61.0,93.92,39.92,,14.0,0.0
369,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2017,162.5,3.46,114.0,"28,000",2017.0,9.881889763779533,51.0,96.08,31.1,,33.0,1.0
370,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2016,160.9,3.44,185.0,"32,000",2016.0,20.16929133858268,52.0,93.02,35.96,,22.0,0.0
371,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2016,160.9,3.44,115.0,"32,000",2016.0,20.16929133858268,52.0,93.02,35.96,,22.0,0.0
372,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2016,160.9,3.44,35.0,"32,000",2016.0,20.16929133858268,52.0,93.02,35.96,,22.0,0.0
373,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2015,170.6,3.63,,"34,000",2015.0,15.771653543307092,54.0,91.04,35.06,,25.0,0.0
374,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2014,146.8,3.65,194.0,"37,000",2014.0,19.665354330708663,59.0,89.06,32.0,,34.0,0.0
375,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2014,146.8,3.65,127.0,"37,000",2014.0,19.665354330708663,59.0,89.06,32.0,,34.0,0.0
376,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2014,146.8,3.65,42.0,"37,000",2014.0,19.665354330708663,59.0,89.06,32.0,,34.0,0.0
377,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2013,154.2,4.18,128.0,"38,000",2013.0,14.480314960629926,51.0,96.08,29.12,,28.0,1.0
378,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2012,129.9,6.69,95.0,"38,000",2012.0,12.767716535433072,46.0,104.0,39.02,,33.0,9.0
379,KENT,Kent,Kent County,26081,MI,MICHIGAN,43.0322,-85.5493,652617,2012,129.9,6.69,32.5,"38,000",2012.0,12.767716535433072,46.0,104.0,39.02,,33.0,9.0
380,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2021,165.7,6.05,36.5,"12,000",2021.0,30.145669291338578,63.0,96.98,41.0,,17.0,2.0
381,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2020,138.2,5.51,183.0,"11,700",2020.0,1.6456692913385826,10.0,96.08,33.08,,19.0,2.0
382,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2020,138.2,5.51,53.0,"11,700",2020.0,1.6456692913385826,10.0,96.08,33.08,,19.0,2.0
383,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2019,128.6,4.13,220.0,"12,300",2019.0,1.0275590551181104,8.0,96.98,42.08,,9.0,2.0
384,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2017,163.1,3.87,46.0,"11,100",2017.0,1.0905511811023625,9.0,93.02,37.04,,18.0,0.0
385,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2016,106.1,4.04,44.0,"11,500",2016.0,2.3543307086614176,5.0,98.06,35.96,,23.0,1.0
386,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2015,150.8,3.97,,"11,800",2015.0,3.263779527559055,10.0,91.04,39.92,,13.0,0.0
387,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2014,128.0,3.9,44.0,"12,700",2014.0,0.8228346456692914,8.0,91.04,41.0,,15.0,0.0
388,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2013,113.3,4.47,44.0,"15,000",2013.0,7.1653543307086665,22.0,95.0,35.96,,25.0,0.0
389,BUCKS,Bucks,Bucks County,42017,PA,PENNSYLVANIA,40.336999999999996,-75.1069,627668,2012,110.5,7.21,44.5,"13,000",2012.0,5.5196850393700805,29.0,100.04,42.08,,19.0,2.0
390,JOHNSON,Johnson,Johnson County,20091,KS,KANSAS,38.8838,-94.8223,597574,2018,68.2,3.58,,"12,700",2018.0,12.625984251968507,51.0,100.94,37.94,,5.0,20.0
391,ANNE ARUNDEL,Anne Arundel,Anne Arundel County,24003,MD,MARYLAND,39.0065,-76.6051,575421,2021,168.1,5.95,65.0,"3,540",2021.0,28.870078740157485,81.0,91.94,44.96,,5.0,0.0
392,ANNE ARUNDEL,Anne Arundel,Anne Arundel County,24003,MD,MARYLAND,39.0065,-76.6051,575421,2020,162.7,5.6,,"3,380",2020.0,0.0,0.0,96.08,37.04,,9.0,1.0
393,ANNE ARUNDEL,Anne Arundel,Anne Arundel County,24003,MD,MARYLAND,39.0065,-76.6051,575421,2019,169.8,4.3,,"4,300",2019.0,0.0,0.0,100.94,51.08,,0.0,3.0
394,ANNE ARUNDEL,Anne Arundel,Anne Arundel County,24003,MD,MARYLAND,39.0065,-76.6051,575421,2018,126.2,4.11,,"3,400",2018.0,0.0,0.0,93.92,55.040000000000006,,0.0,0.0
395,ANNE ARUNDEL,Anne Arundel,Anne Arundel County,24003,MD,MARYLAND,39.0065,-76.6051,575421,2016,140.5,4.05,,"3,900",2016.0,0.0,0.0,96.08,44.06,,3.0,1.0
396,ANNE ARUNDEL,Anne Arundel,Anne Arundel County,24003,MD,MARYLAND,39.0065,-76.6051,575421,2015,159.5,3.88,,"3,700",2015.0,0.0,0.0,93.02,46.04,,1.0,0.0
397,ANNE ARUNDEL,Anne Arundel,Anne Arundel County,24003,MD,MARYLAND,39.0065,-76.6051,575421,2014,165.5,3.79,,"4,200",2014.0,0.0,0.0,91.94,48.02,,1.0,0.0
398,ANNE ARUNDEL,Anne Arundel,Anne Arundel County,24003,MD,MARYLAND,39.0065,-76.6051,575421,2013,163.8,4.84,100.0,"4,700",2013.0,0.0,0.0,93.02,46.04,,3.0,0.0
399,ANNE ARUNDEL,Anne Arundel,Anne Arundel County,24003,MD,MARYLAND,39.0065,-76.6051,575421,2012,87.0,7.3,,"4,300",2012.0,0.0,0.0,96.8,51.8,,0.0,2.0
400,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2021,98.2,6.0,46.5,"98,000",2021.0,19.20866141732284,52.0,98.96,51.98,,0.0,31.0
401,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2021,98.2,6.0,13.0,"98,000",2021.0,19.20866141732284,52.0,98.96,51.98,,0.0,31.0
402,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2020,87.7,4.52,45.5,"89,700",2020.0,2.125984251968504,7.0,102.92,51.08,,0.0,49.0
403,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2020,87.7,4.52,12.5,"89,700",2020.0,2.125984251968504,7.0,102.92,51.08,,0.0,49.0
404,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2019,100.6,4.2,50.5,"90,000",2019.0,0.7992125984251969,6.0,100.04,51.98,,0.0,31.0
405,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2018,63.5,4.13,,"91,200",2018.0,2.9960629921259843,3.0,104.0,53.06,,0.0,37.0
406,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2017,94.3,3.7,50.0,"94,400",2017.0,2.149606299212598,3.0,105.08,60.08,,0.0,13.0
407,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2016,65.7,3.71,44.5,"103,300",2016.0,0.0,0.0,102.2,66.2,,0.0,3.0
408,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2016,65.7,3.71,14.0,"103,300",2016.0,0.0,0.0,102.2,66.2,,0.0,3.0
409,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2015,69.5,4.2,,"82,200",2015.0,0.0,0.0,98.6,73.4,,0.0,2.0
410,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2014,99.9,4.42,45.0,"95,600",2014.0,0.0,0.0,100.4,51.8,,0.0,15.0
411,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2014,99.9,4.42,12.0,"95,600",2014.0,0.0,0.0,100.4,51.8,,0.0,15.0
412,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2013,80.8,5.14,38.0,"88,900",,,,,,,,
413,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2013,80.8,5.14,12.5,"88,900",,,,,,,,
414,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2012,84.4,7.12,37.0,"68,200",,,,,,,,
415,WILLIAMSON,Williamson,Williamson County,48491,TX,TEXAS,30.6475,-97.6004,570437,2012,84.4,7.12,11.0,"68,200",,,,,,,,
416,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2021,194.5,5.4,232.0,"25,000",2021.0,27.090551181102363,66.0,104.36,38.3,,15.0,9.0
417,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2021,194.5,5.4,221.0,"25,000",2021.0,27.090551181102363,66.0,104.36,38.3,,15.0,9.0
418,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2021,194.5,5.4,61.0,"25,000",2021.0,27.090551181102363,66.0,104.36,38.3,,15.0,9.0
419,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2020,185.5,4.47,211.0,"28,000",2020.0,0.0,0.0,96.8,36.14,,12.0,8.0
420,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2020,185.5,4.47,62.0,"28,000",2020.0,0.0,0.0,96.8,36.14,,12.0,8.0
421,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2019,187.6,3.52,235.0,"24,000",2019.0,0.0,0.0,98.96,40.82,,13.0,5.0
422,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2019,187.6,3.52,203.0,"24,000",2019.0,0.0,0.0,98.96,40.82,,13.0,5.0
423,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2019,187.6,3.52,65.0,"24,000",2019.0,0.0,0.0,98.96,40.82,,13.0,5.0
424,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2017,188.9,3.35,235.0,"22,740",2017.0,0.0,0.0,102.56,38.3,,13.0,10.0
425,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2017,188.9,3.35,203.0,"22,740",2017.0,0.0,0.0,102.56,38.3,,13.0,10.0
426,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2017,188.9,3.35,57.5,"22,740",2017.0,0.0,0.0,102.56,38.3,,13.0,10.0
427,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2016,183.9,3.32,198.0,"27,160",2016.0,0.0,0.0,96.98,38.66,,19.0,4.0
428,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2016,183.9,3.32,53.0,"27,160",2016.0,0.0,0.0,96.98,38.66,,19.0,4.0
429,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2014,182.9,3.77,213.0,"27,900",2014.0,0.0,0.0,95.72,34.16,,14.0,2.0
430,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2014,182.9,3.77,39.5,"27,900",2014.0,0.0,0.0,95.72,34.16,,14.0,2.0
431,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2013,177.4,4.47,201.0,"30,800",2013.0,0.0,0.0,99.5,33.44,,12.0,7.0
432,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2013,177.4,4.47,42.0,"30,800",2013.0,0.0,0.0,99.5,33.44,,12.0,7.0
433,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2012,122.4,6.85,194.0,"31,200",2012.0,0.0,0.0,100.22,36.86,,21.0,16.0
434,DOUGLAS,Douglas,Douglas County,31055,NE,NEBRASKA,41.2954,-96.1543,565739,2012,122.4,6.85,46.5,"31,200",2012.0,0.0,0.0,100.22,36.86,,21.0,16.0
435,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2021,179.4,5.95,82.0,"17,500",2021.0,17.897637795275593,57.0,96.98,39.92,,18.0,3.0
436,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2020,156.9,5.6,95.0,"18,300",2020.0,23.444881889763774,55.0,96.98,33.08,,21.0,1.0
437,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2019,163.6,4.3,,"18,500",2019.0,22.30314960629922,51.0,96.98,42.08,,8.0,2.0
438,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2018,149.1,4.11,,"16,400",2018.0,27.34645669291339,66.0,96.98,39.02,,3.0,1.0
439,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2017,172.3,4.02,125.0,"17,200",2017.0,21.94488188976378,50.0,95.0,39.02,,11.0,0.0
440,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2017,172.3,4.02,88.5,"17,200",2017.0,21.94488188976378,50.0,95.0,39.02,,11.0,0.0
441,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2016,161.5,4.09,130.0,"17,400",2016.0,23.700787401574807,51.0,96.08,39.02,,11.0,3.0
442,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2016,161.5,4.09,94.0,"17,400",2016.0,23.700787401574807,51.0,96.08,39.02,,11.0,3.0
443,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2015,186.4,3.88,,"16,900",2015.0,21.259842519685048,46.0,96.08,44.06,,6.0,1.0
444,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2014,190.7,3.83,85.5,"16,200",2014.0,21.677165354330707,50.0,93.02,42.98,,11.0,0.0
445,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2013,158.0,4.94,78.0,"20,200",2013.0,27.019685039370078,57.0,96.98,35.96,,24.0,2.0
446,NEW CASTLE,New Castle,New Castle County,10003,DE,DELAWARE,39.5768,-75.6527,558306,2012,132.0,7.55,68.5,"20,400",2012.0,17.031496062992133,55.0,100.94,44.06,,12.0,10.0
447,STANISLAUS,Stanislaus,Stanislaus County,6099,CA,CALIFORNIA,37.5591,-120.9977,546235,2018,150.0,4.4,,800,2018.0,0.0,0.0,104.0,48.92,,1.0,47.0
448,STANISLAUS,Stanislaus,Stanislaus County,6099,CA,CALIFORNIA,37.5591,-120.9977,546235,2014,125.0,4.81,310.0,800,2014.0,0.0,0.0,105.98,51.08,,0.0,32.0
449,STANISLAUS,Stanislaus,Stanislaus County,6099,CA,CALIFORNIA,37.5591,-120.9977,546235,2014,125.0,4.81,31.0,800,2014.0,0.0,0.0,105.98,51.08,,0.0,32.0
450,STANISLAUS,Stanislaus,Stanislaus County,6099,CA,CALIFORNIA,37.5591,-120.9977,546235,2014,125.0,4.81,23.0,800,2014.0,0.0,0.0,105.98,51.08,,0.0,32.0
451,STANISLAUS,Stanislaus,Stanislaus County,6099,CA,CALIFORNIA,37.5591,-120.9977,546235,2012,131.3,6.68,291.0,"2,400",2012.0,0.03937007874015748,1.0,104.0,48.02,,4.0,32.0
452,STANISLAUS,Stanislaus,Stanislaus County,6099,CA,CALIFORNIA,37.5591,-120.9977,546235,2012,131.3,6.68,39.0,"2,400",2012.0,0.03937007874015748,1.0,104.0,48.02,,4.0,32.0
453,STANISLAUS,Stanislaus,Stanislaus County,6099,CA,CALIFORNIA,37.5591,-120.9977,546235,2012,131.3,6.68,18.5,"2,400",2012.0,0.03937007874015748,1.0,104.0,48.02,,4.0,32.0
454,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2021,211.7,6.05,223.0,"68,400",2021.0,25.77165354330709,58.0,96.98,39.02,,18.0,1.0
455,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2020,197.1,5.51,231.0,"71,300",2020.0,2.173228346456693,7.0,96.08,32.0,,20.0,3.0
456,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2019,199.1,4.13,486.0,"70,700",2019.0,1.503937007874016,9.0,96.08,44.06,,9.0,1.0
457,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2019,199.1,4.13,272.0,"70,700",2019.0,1.503937007874016,9.0,96.08,44.06,,9.0,1.0
458,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2019,199.1,4.13,91.5,"70,700",2019.0,1.503937007874016,9.0,96.08,44.06,,9.0,1.0
459,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2018,167.0,4.22,,"67,900",2018.0,4.73228346456693,10.0,96.08,42.08,,4.0,2.0
460,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2017,184.9,3.87,232.0,"68,900",2017.0,1.877952755905512,5.0,95.0,35.96,,14.0,0.0
461,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2016,177.4,4.04,224.0,"76,000",2016.0,1.3740157480314958,5.0,95.0,42.08,,16.0,0.0
462,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2015,190.8,3.97,,"72,600",2015.0,1.3858267716535435,5.0,91.94,39.02,,8.0,0.0
463,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2014,196.7,3.9,247.0,"82,300",2014.0,2.5314960629921264,10.0,91.04,41.0,,16.0,0.0
464,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2014,196.7,3.9,200.0,"82,300",2014.0,2.5314960629921264,10.0,91.04,41.0,,16.0,0.0
465,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2013,171.5,4.47,198.0,"72,600",2013.0,1.003937007874016,10.0,93.92,37.94,,27.0,0.0
466,LANCASTER,Lancaster,Lancaster County,42071,PA,PENNSYLVANIA,40.0424,-76.2477,543050,2012,158.3,7.21,196.0,"72,000",2012.0,2.417322834645669,16.0,100.94,39.92,,16.0,5.0
467,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2021,192.3,5.2,180.0,"136,700",2021.0,14.322834645669289,82.0,95.0,32.0,,29.0,0.0
468,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2021,192.3,5.2,55.5,"136,700",2021.0,14.322834645669289,82.0,95.0,32.0,,29.0,0.0
469,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2020,187.8,4.44,200.0,"140,200",2020.0,0.0,0.0,95.0,26.6,,23.0,0.0
470,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2020,187.8,4.44,182.0,"140,200",2020.0,0.0,0.0,95.0,26.6,,23.0,0.0
471,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2020,187.8,4.44,52.0,"140,200",2020.0,0.0,0.0,95.0,26.6,,23.0,0.0
472,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2019,178.7,3.43,174.0,"144,700",,,,,,,,
473,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2019,178.7,3.43,51.0,"144,700",,,,,,,,
474,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2018,188.9,3.52,,"159,600",,,,,,,,
475,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2017,191.4,3.3,180.0,"157,300",,,,,,,,
476,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2017,191.4,3.3,45.0,"157,300",,,,,,,,
477,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2016,192.5,3.28,172.0,"176,500",,,,,,,,
478,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2016,192.5,3.28,40.0,"176,500",,,,,,,,
479,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2015,183.7,3.46,,"144,500",,,,,,,,
480,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2014,180.7,3.67,179.0,"177,700",,,,,,,,
481,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2014,180.7,3.67,36.5,"177,700",,,,,,,,
482,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2013,177.4,4.38,163.0,"166,900",,,,,,,,
483,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2013,177.4,4.38,38.0,"166,900",,,,,,,,
484,DANE,Dane,Dane County,55025,WI,WISCONSIN,43.0673,-89.4181,542459,2012,110.9,6.69,152.0,"160,700",,,,,,,,
485,SUMMIT,Summit,Summit County,39153,OH,OHIO,41.126000000000005,-81.5322,540810,2020,124.4,4.69,,"1,490",2020.0,0.11811023622047245,2.0,96.08,32.0,,21.0,1.0
486,SUMMIT,Summit,Summit County,39153,OH,OHIO,41.126000000000005,-81.5322,540810,2012,102.9,7.09,,"1,200",2012.0,2.31496062992126,8.0,100.04,37.04,,26.0,4.0
487,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2021,156.0,5.95,59.0,"4,520",2021.0,19.81889763779528,46.0,95.0,41.0,,12.0,0.0
488,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2021,156.0,5.95,35.0,"4,520",2021.0,19.81889763779528,46.0,95.0,41.0,,12.0,0.0
489,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2021,156.0,5.95,22.0,"4,520",2021.0,19.81889763779528,46.0,95.0,41.0,,12.0,0.0
490,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2020,98.2,4.7,40.0,"3,980",2020.0,28.885826771653534,62.0,95.0,35.96,,16.0,0.0
491,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2020,98.2,4.7,26.0,"3,980",2020.0,28.885826771653534,62.0,95.0,35.96,,16.0,0.0
492,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2019,90.0,4.41,60.0,"3,400",2019.0,21.41732283464567,46.0,96.08,46.04,,2.0,1.0
493,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2019,90.0,4.41,35.0,"3,400",2019.0,21.41732283464567,46.0,96.08,46.04,,2.0,1.0
494,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2019,90.0,4.41,23.0,"3,400",2019.0,21.41732283464567,46.0,96.08,46.04,,2.0,1.0
495,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2018,86.6,4.39,,"2,620",2018.0,28.48031496062993,58.0,95.0,42.98,,1.0,0.0
496,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2017,129.6,4.24,42.0,"2,740",2017.0,23.342519685039374,52.0,96.98,42.08,,5.0,4.0
497,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2017,129.6,4.24,20.5,"2,740",2017.0,23.342519685039374,52.0,96.98,42.08,,5.0,4.0
498,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2016,128.7,4.07,50.0,"3,800",2016.0,22.732283464566933,54.0,98.06,42.98,,6.0,4.0
499,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2016,128.7,4.07,37.5,"3,800",2016.0,22.732283464566933,54.0,98.06,42.98,,6.0,4.0
500,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2016,128.7,4.07,24.0,"3,800",2016.0,22.732283464566933,54.0,98.06,42.98,,6.0,4.0
501,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2015,100.0,4.32,,"2,210",2015.0,20.925196850393707,51.0,98.06,44.96,,3.0,6.0
502,GUILFORD,Guilford,Guilford County,37081,NC,NORTH CAROLINA,36.0795,-79.7889,532956,2014,78.1,4.19,34.5,"3,200",2014.0,13.94094488188977,50.0,96.08,42.98,,3.0,1.0
